"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Freddy Garcia","Phillies","1","5","0","11","11","58.0","7.76","2.95","1.86",".348","72.7 %","35.9 %","17.4 %","5.90","5.45","4.25","0.2","1077"
"Scott Eyre","Cubs","2","1","0","55","0","52.1","7.74","6.02","0.52",".359","76.0 %","38.9 %","5.1 %","4.13","4.33","5.00","0.2","1300"
"Jason Schmidt","Dodgers","1","4","0","6","6","25.2","7.71","4.91","1.40",".333","65.2 %","34.1 %","10.0 %","6.31","5.30","5.23","0.2","1131"
"Guillermo Mota","Mets","2","2","0","52","0","59.1","7.13","2.73","1.21",".296","61.3 %","44.0 %","11.1 %","5.76","4.42","4.19","0.2","1467"
"Micah Bowie","Nationals","4","3","0","30","8","57.1","6.59","4.24","1.10",".282","72.8 %","42.7 %","10.3 %","4.55","4.88","4.78","0.2","1561"
"Kevin Slowey","Twins","4","1","0","13","11","66.2","6.34","1.48","2.16",".296","76.5 %","28.9 %","13.3 %","4.72","5.44","4.58","0.2","9918"
"Julio Mateo","Mariners","1","0","0","9","0","12.0","3.00","3.75","0.00",".279","70.6 %","34.9 %","0.0 %","3.75","3.82","5.81","0.2","1087"
"Kelvin Jimenez","Cardinals","3","0","0","34","0","42.0","5.14","3.64","0.43",".358","55.3 %","43.4 %","4.3 %","7.50","4.22","4.97","0.2","2902"
"Mark McLemore","Astros","3","0","0","29","0","35.0","9.00","4.63","1.29",".324","80.0 %","20.0 %","7.8 %","3.86","4.73","5.16","0.2","4655"
"Mike MacDougal","White Sox","2","5","0","54","0","42.1","8.29","7.02","0.64",".359","59.4 %","56.1 %","8.8 %","6.80","4.80","4.88","0.2","612"
"Luis Mendoza","Rangers","1","0","0","6","3","16.0","3.94","2.25","0.56",".240","85.2 %","52.9 %","5.6 %","2.25","4.30","4.90","0.2","3126"
"Livan Hernandez","Diamondbacks","11","11","0","33","33","204.1","3.96","3.48","1.50",".303","76.0 %","38.5 %","11.8 %","4.93","5.77","5.37","0.2","1116"
"Chris Seddon","Marlins","0","2","0","7","4","17.1","5.19","2.60","1.04",".370","49.7 %","36.2 %","9.5 %","8.83","4.62","4.64","0.1","3833"
"Ramon Ramirez","Rockies","2","2","0","22","0","17.1","7.79","3.12","1.04",".352","47.6 %","31.5 %","7.1 %","8.31","4.22","4.75","0.1","7986"
"Billy Traber","Nationals","2","2","0","28","2","39.2","6.13","2.95","0.91",".338","72.4 %","47.8 %","9.1 %","4.76","4.32","4.40","0.1","410"
"Dave Borkowski","Astros","5","3","1","64","0","71.2","7.91","4.27","1.00",".315","66.2 %","43.1 %","9.8 %","5.15","4.52","4.51","0.1","2002"
"Chris Carpenter","Cardinals","0","1","0","1","1","6.0","4.50","1.50","0.00",".375","54.6 %","65.2 %","0.0 %","7.50","3.24","3.66","0.1","1292"
"David Riske","Royals","1","4","4","65","0","69.2","6.72","3.49","1.03",".264","90.0 %","41.4 %","9.5 %","2.45","4.45","4.47","0.1","402"
"Scott Munter","Giants","1","1","0","12","0","10.2","3.37","3.37","0.00",".368","72.2 %","54.3 %","0.0 %","4.22","3.61","4.67","0.1","3470"
"Rick VandenHurk","Marlins","4","6","0","18","17","81.2","9.04","5.29","1.65",".342","66.1 %","27.1 %","13.2 %","6.83","5.49","4.86","0.1","5099"
"Jon Coutlangus","Reds","4","2","0","64","0","41.0","8.34","5.93","0.66",".304","72.5 %","47.8 %","7.5 %","4.39","4.61","4.88","0.1","6182"
"Matt Chico","Nationals","7","9","0","31","31","167.0","5.07","3.99","1.40",".286","73.6 %","33.4 %","9.8 %","4.63","5.56","5.52","0.1","6068"
"John Wasdin","Pirates","1","1","0","12","0","19.2","4.58","3.66","0.46",".419","70.0 %","31.1 %","3.0 %","5.95","4.10","5.55","0.1","1768"
"Gary Majewski","Reds","0","4","0","32","0","23.0","3.91","1.17","1.17",".421","59.4 %","51.5 %","10.0 %","8.22","4.72","4.66","0.1","2131"
"John Koronka","Rangers","0","2","0","2","2","10.1","1.74","4.35","0.00",".364","59.1 %","30.8 %","0.0 %","7.84","4.59","6.54","0.1","2130"
"Clay Condrey","Phillies","5","0","2","39","0","50.0","4.86","2.88","0.72",".324","68.1 %","46.4 %","7.8 %","5.04","4.46","4.70","0.1","1579"
"Tim Harikkala","Rockies","0","0","0","1","1","3.1","5.40","2.70","0.00",".563","70.0 %","53.3 %","0.0 %","8.10","2.94","3.69","0.1","1909"
"Salomon Torres","Pirates","2","4","12","56","0","52.2","7.69","2.91","1.20",".316","64.5 %","47.8 %","13.0 %","5.47","4.45","4.01","0.1","1628"
"Jonathan Sanchez","Giants","1","5","0","33","4","52.0","10.73","4.85","1.38",".363","71.1 %","39.1 %","14.8 %","5.88","4.76","4.06","0.1","7507"
"Manny Acosta","Braves","1","1","0","21","0","23.2","8.37","5.32","0.76",".200","86.8 %","59.6 %","12.5 %","2.28","4.25","4.00","0.1","8725"
"Glen Perkins","Twins","0","0","0","19","0","28.2","6.28","3.77","0.63",".266","79.0 %","38.8 %","5.7 %","3.14","4.22","4.84","0.1","8041"
"Jason Bulger","Angels","0","0","0","6","0","6.1","11.37","4.26","0.00",".357","75.0 %","57.1 %","0.0 %","2.84","2.13","2.73","0.1","3915"
"Jon Huber","Mariners","0","0","0","9","0","11.1","6.35","3.18","0.79",".353","70.5 %","61.8 %","11.1 %","4.76","4.03","3.88","0.1","3109"
"Brad Salmon","Reds","0","1","0","26","0","24.0","8.25","3.75","1.13",".292","76.4 %","41.8 %","10.0 %","4.13","4.41","4.35","0.1","2625"
"Bryan Corey","Red Sox","1","0","0","9","0","9.1","5.79","3.86","0.00",".273","80.0 %","60.0 %","0.0 %","1.93","3.24","4.05","0.1","1439"
"Brad Hennessey","Giants","4","5","19","69","0","68.1","5.27","3.03","0.92",".276","80.3 %","46.3 %","9.6 %","3.42","4.54","4.55","0.1","3720"
"Javier Lopez","Red Sox","2","1","0","61","0","40.2","5.75","3.98","0.44",".274","76.1 %","52.8 %","5.9 %","3.10","4.22","4.63","0.1","1663"
"John Ennis","Phillies","0","0","1","3","1","7.2","9.39","3.52","1.17",".423","58.8 %","34.6 %","11.1 %","8.22","4.02","3.80","0.1","85"
"Jose Veras","Yankees","0","0","2","9","0","9.1","6.75","6.75","0.00",".222","53.9 %","40.7 %","0.0 %","5.79","3.99","5.47","0.1","2063"
"Nick Masset","White Sox","2","3","0","27","1","39.1","4.81","5.95","0.46",".352","60.9 %","42.7 %","3.5 %","7.09","4.97","6.13","0.1","7267"
"Jordan De Jong","Blue Jays","0","0","0","6","0","9.0","7.00","5.00","0.00",".367","43.8 %","43.3 %","0.0 %","8.00","3.35","5.02","0.1","4329"
"Ramon Ortiz","- - -","5","4","0","38","10","104.0","4.41","1.90","1.38",".305","67.9 %","43.0 %","11.6 %","5.45","5.07","4.73","0.1","27"
"Chin-hui Tsao","Dodgers","0","1","0","21","0","24.2","5.84","2.92","1.09",".217","65.8 %","38.6 %","9.1 %","4.38","4.62","4.72","0.1","1776"
"Eric Hull","Dodgers","0","0","0","5","0","6.2","6.75","4.05","0.00",".211","57.1 %","23.5 %","0.0 %","4.05","3.09","4.97","0.1","4660"
"Jordan Tata","Tigers","1","1","0","3","3","14.0","5.14","5.14","0.64",".333","56.9 %","30.4 %","5.0 %","7.71","5.17","6.03","0.1","5999"
"Troy Cate","Cardinals","0","0","0","14","0","16.0","6.75","5.06","0.56",".327","78.1 %","29.4 %","3.8 %","3.37","4.24","5.47","0.1","4627"
"Jamie Vermilyea","Blue Jays","0","0","0","2","0","6.0","3.00","0.00","0.00",".250","100.0 %","50.0 %","0.0 %","0.00","2.57","4.04","0.1","5660"
"Matt DeSalvo","Yankees","1","3","0","7","6","27.2","3.25","5.86","0.65",".314","67.1 %","36.3 %","4.3 %","6.18","5.73","6.92","0.1","5439"
"Blaine Boyer","Braves","0","0","0","5","0","5.1","5.06","1.69","0.00",".455","72.7 %","57.1 %","0.0 %","3.38","2.68","3.38","0.1","2237"
"Jeff Bennett","Braves","2","1","0","3","2","13.0","9.69","2.08","2.08",".297","93.8 %","56.4 %","30.0 %","3.46","4.78","2.74","0.1","1903"
"Tom Mastny","Indians","7","2","0","51","0","57.2","8.12","4.99","0.94",".335","75.6 %","40.4 %","8.6 %","4.68","4.56","4.73","0.1","5768"
"Chad Paronto","Braves","3","1","1","41","0","40.1","3.12","4.24","0.22",".322","72.5 %","50.7 %","2.1 %","3.57","4.50","5.67","0.1","399"
"Trever Miller","Astros","0","0","1","76","0","46.1","8.94","4.47","1.17",".295","72.3 %","34.1 %","9.2 %","4.86","4.69","4.76","0.1","1672"
"Matt Miller","Indians","0","0","0","2","0","1.0","0.00","0.00","0.00",".400","100.0 %","60.0 %","0.0 %","0.00","3.24","5.75","0.1","1754"
"Brandon Backe","Astros","3","1","0","5","5","28.2","3.45","3.45","1.26",".242","78.5 %","42.3 %","8.9 %","3.77","5.65","5.80","0.1","1529"
"Cliff Lee","Indians","5","8","0","20","16","97.1","6.10","3.33","1.57",".300","62.5 %","35.3 %","10.5 %","6.29","5.48","5.30","0.1","1636"
"Ricky Nolasco","Marlins","1","2","0","5","4","21.1","4.64","3.80","1.27",".307","62.9 %","37.3 %","9.1 %","5.48","5.44","5.56","0.1","3830"
"Eddie Guardado","Reds","0","0","0","15","0","13.2","5.27","2.63","1.32",".298","55.0 %","22.9 %","8.7 %","7.24","5.07","5.28","0.1","727"
"Renyel Pinto","Marlins","2","4","1","57","0","58.2","8.59","4.91","1.07",".264","78.4 %","37.4 %","10.9 %","3.68","4.67","4.49","0.1","2180"
"Jon Switzer","Devil Rays","0","2","0","21","0","19.0","6.16","3.32","0.95",".379","54.5 %","29.9 %","6.1 %","8.05","4.34","5.16","0.1","1786"
"Ross Ohlendorf","Yankees","0","0","0","6","0","6.1","12.79","2.84","1.42",".286","89.3 %","50.0 %","16.7 %","2.84","3.40","2.53","0.1","8268"
"Anibal Sanchez","Marlins","2","1","0","6","6","30.0","4.20","5.70","0.90",".354","78.6 %","45.1 %","6.7 %","4.80","5.71","6.29","0.0","3284"
"Antonio Alfonseca","Phillies","5","2","8","61","0","49.2","4.35","4.89","0.54",".343","69.8 %","53.0 %","5.8 %","5.44","4.75","5.28","0.0","260"
"Ambiorix Burgos","Mets","1","0","0","17","0","23.2","7.23","3.42","1.14",".215","75.6 %","28.8 %","8.1 %","3.42","4.68","4.99","0.0","3246"
"Josh Newman","Rockies","0","0","0","2","0","2.0","13.50","0.00","0.00",".400","50.0 %","60.0 %","0.0 %","4.50","0.24","0.87","0.0","7383"
"Mike Koplove","Indians","0","0","0","5","0","6.0","6.00","3.00","0.00",".316","55.6 %","36.8 %","0.0 %","6.00","3.41","5.71","0.0","63"
"Neal Cotts","Cubs","0","1","0","16","0","16.2","7.56","4.86","0.54",".286","70.3 %","43.8 %","5.0 %","4.86","4.50","5.22","0.0","1797"
"Dan Meyer","Athletics","0","2","0","6","3","16.1","6.06","4.96","1.10",".316","38.2 %","22.4 %","5.9 %","8.82","5.14","6.16","0.0","4402"
"Boone Logan","White Sox","2","1","0","68","0","50.2","6.22","3.55","1.24",".317","70.8 %","50.9 %","12.1 %","4.97","4.84","4.48","0.0","5525"
"Greg Aquino","Brewers","0","1","0","15","0","14.0","7.71","3.21","1.29",".275","59.2 %","39.0 %","13.3 %","4.50","4.45","3.94","0.0","1899"
"Scott Dohmann","Devil Rays","3","0","0","31","0","32.2","7.16","4.96","0.83",".292","79.4 %","38.6 %","9.1 %","3.31","4.49","4.57","0.0","1936"
"Erasmo Ramirez","- - -","0","0","0","7","0","6.1","1.42","4.26","0.00",".280","80.0 %","29.2 %","0.0 %","2.84","4.34","6.72","0.0","1699"
"Brandon Duckworth","Royals","3","5","1","26","3","46.2","4.05","4.44","0.58",".294","63.6 %","45.1 %","5.5 %","4.63","4.72","5.36","0.0","954"
"Mitch Stetter","Brewers","1","0","0","6","0","5.0","7.20","3.60","0.00",".167","66.7 %","41.7 %","0.0 %","3.60","4.04","5.29","0.0","5579"
"Marcos Carvajal","Marlins","0","0","0","3","0","4.0","4.50","4.50","0.00",".400","60.0 %","40.0 %","0.0 %","6.75","3.74","6.25","0.0","3216"
"Kevin Barry","Braves","0","0","0","1","0","2.0","18.00","9.00","0.00",".750","37.5 %","25.0 %","0.0 %","22.50","2.24","2.24","0.0","3460"
"Brian Falkenborg","Cardinals","0","1","0","16","0","18.2","7.71","3.86","0.96",".351","74.5 %","44.8 %","8.3 %","4.82","4.36","4.58","0.0","1859"
"Yhency Brazoban","Dodgers","0","0","0","4","0","1.2","27.00","16.20","0.00",".750","33.3 %","50.0 %","0.0 %","16.20","2.64","2.64","0.0","2150"
"Mike Schultz","Diamondbacks","0","0","0","1","0","1.0","9.00","0.00","0.00",".500","100.0 %","50.0 %","0.0 %","0.00","1.24","1.24","0.0","7057"
"Joe Bisenius","Phillies","0","0","0","2","0","2.0","13.50","9.00","0.00",".500","100.0 %","0.0 %","0.0 %","0.00","3.24","4.49","0.0","7370"
"Joey Devine","Braves","1","0","0","10","0","8.1","7.56","8.64","0.00",".292","93.3 %","56.5 %","0.0 %","1.08","4.44","5.64","0.0","9862"
"Darrell Rasner","Yankees","1","3","0","6","6","24.2","4.01","2.92","1.46",".291","74.9 %","40.0 %","11.1 %","4.01","5.67","5.39","0.0","4770"
"Ross Detwiler","Nationals","0","0","0","1","0","1.0","9.00","0.00","0.00",".000","100.0 %","66.7 %","0.0 %","0.00","1.24","2.49","0.0","2859"
"Francisco Rosario","Phillies","0","3","1","23","0","26.1","8.54","4.44","1.03",".378","74.8 %","34.9 %","8.1 %","5.47","4.76","5.04","0.0","2091"
"Dana Eveland","Diamondbacks","1","0","0","5","1","5.0","5.40","9.00","0.00",".400","38.5 %","55.0 %","0.0 %","14.40","5.04","6.29","0.0","5508"
"Willie Eyre","Rangers","4","6","1","33","2","68.0","5.56","4.24","1.06",".313","69.1 %","45.1 %","10.0 %","5.16","4.99","4.94","0.0","2078"
"Nate Field","Marlins","0","0","0","1","0","1.0","18.00","9.00","0.00",".750","25.0 %","25.0 %","0.0 %","27.00","2.24","4.75","0.0","599"
"Darren Clarke","Rockies","0","0","0","2","0","1.1","6.75","6.75","0.00",".400","100.0 %","20.0 %","0.0 %","0.00","3.99","5.87","0.0","8226"
"Jon Adkins","Mets","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","33.3 %","0.0 %","0.00","3.24","4.49","0.0","1799"
"Anderson Garcia","Phillies","0","0","0","1","0","0.2","0.00","0.00","0.00",".500","50.0 %","0.0 %","0.0 %","13.50","3.24","8.88","0.0","3377"
"Augie Ojeda","Diamondbacks","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","3.24","5.75","0.0","297"
"Aaron Rakers","Padres","0","0","0","1","0","1.0","0.00","0.00","0.00",".250","100.0 %","25.0 %","0.0 %","0.00","3.24","4.49","0.0","2638"
"Jason Wood","Marlins","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","3.24","7.00","0.0","1999"
"Chris Spurling","Brewers","2","1","0","49","0","50.0","5.04","2.52","1.08",".326","68.0 %","51.1 %","10.3 %","4.68","4.64","4.53","0.0","1668"
"Jaret Wright","Orioles","0","3","0","3","3","10.1","6.10","7.84","0.87",".355","51.0 %","37.5 %","7.1 %","6.97","5.76","6.20","0.0","415"
"Mike Zagurski","Phillies","1","0","0","25","0","21.1","8.86","4.64","1.27",".338","70.1 %","40.3 %","12.0 %","5.91","4.79","4.43","0.0","9683"
"Carlos Muniz","Mets","0","0","0","2","0","2.1","7.71","7.71","0.00",".167","33.3 %","16.7 %","0.0 %","7.71","4.10","5.17","0.0","5878"
"Jim Johnson","Orioles","0","0","0","1","0","2.0","4.50","9.00","0.00",".375","60.0 %","62.5 %","0.0 %","9.00","5.24","6.49","0.0","3656"
"Jorge Julio","- - -","0","5","0","68","0","62.0","8.13","4.50","1.16",".330","69.4 %","51.6 %","14.3 %","5.23","4.76","4.21","0.0","148"
"Elmer Dessens","- - -","2","2","0","17","5","34.0","5.82","3.18","1.59",".336","51.4 %","48.3 %","15.0 %","7.15","5.30","4.48","0.0","317"
"Mike Timlin","Red Sox","2","1","1","50","0","55.1","5.04","2.28","1.14",".234","75.2 %","38.7 %","9.2 %","3.42","4.69","4.76","0.0","1187"
"Travis Driskill","Astros","0","1","0","2","0","6.0","6.00","1.50","1.50",".391","52.1 %","41.7 %","10.0 %","4.50","4.57","4.50","0.0","134"
"Randy Choate","Diamondbacks","0","0","0","2","0","0.0","0.00","0.00","0.00","1.000","100.0 %","33.3 %","0.0 %","0.00","3.24","3.24","0.0","813"
"Josh Banks","Blue Jays","0","0","0","3","1","7.1","2.45","2.45","1.23",".333","60.3 %","41.9 %","8.3 %","7.36","5.29","5.57","0.0","5570"
"Grant Balfour","- - -","1","2","0","25","0","24.2","10.95","7.30","0.73",".412","62.2 %","41.8 %","8.3 %","7.66","4.42","4.58","0.0","718"
"Zack Segovia","Phillies","0","1","0","1","1","5.0","3.60","1.80","1.80",".368","52.6 %","47.4 %","14.3 %","9.00","5.64","4.80","0.0","8742"
"Jason Simontacchi","Nationals","6","7","0","13","13","70.2","5.35","2.93","1.66",".340","66.2 %","34.1 %","11.8 %","6.37","5.55","5.11","0.0","1181"
"Enrique Gonzalez","Diamondbacks","0","0","0","1","0","2.0","0.00","4.50","0.00",".400","20.0 %","50.0 %","0.0 %","13.50","4.74","5.99","0.0","2568"
"Doug Brocail","Padres","5","1","0","67","0","76.2","5.05","2.82","0.94",".240","73.0 %","42.4 %","8.2 %","3.05","4.49","4.72","0.0","551"
"Brian Moehler","Astros","1","4","1","42","0","59.2","5.43","2.56","1.21",".301","75.6 %","52.5 %","12.5 %","4.07","4.63","4.23","0.0","480"
"John Lannan","Nationals","2","2","0","6","6","34.2","2.60","4.41","0.78",".273","74.8 %","50.8 %","7.1 %","4.15","5.43","5.83","0.0","7080"
"Royce Ring","- - -","1","0","0","26","0","20.0","9.45","7.65","0.45",".245","76.9 %","60.0 %","6.7 %","2.70","4.34","4.63","0.0","4350"
"Josh Wilson","Devil Rays","0","0","0","1","0","1.0","0.00","9.00","0.00",".250","100.0 %","25.0 %","0.0 %","0.00","6.24","7.49","0.0","2102"
"J.C. Romero","- - -","2","2","1","74","0","56.1","6.71","6.39","0.48",".240","89.8 %","60.0 %","6.8 %","1.92","4.68","4.97","0.0","754"
"Scott Spiezio","Cardinals","0","0","0","1","0","1.0","0.00","9.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","6.24","8.75","0.0","37"
"Jeff Cirillo","Diamondbacks","0","0","0","1","0","1.0","9.00","18.00","0.00",".000","100.0 %","0.0 %","0.0 %","0.00","7.24","8.49","0.0","1073"
"Nick Blackburn","Twins","0","2","0","6","0","11.2","6.17","1.54","1.54",".405","49.5 %","34.9 %","11.8 %","7.71","4.61","4.21","0.0","4270"
"Erick Threets","Giants","0","0","0","3","0","2.1","3.86","11.57","0.00",".455","37.5 %","36.4 %","0.0 %","19.29","6.24","9.47","0.0","3158"
"Ron Flores","Athletics","0","2","0","17","0","17.2","7.64","6.11","1.02",".269","79.4 %","26.4 %","6.3 %","3.57","5.05","5.85","0.0","3152"
"Tony Armas Jr.","Pirates","4","5","0","31","15","97.0","6.77","3.53","1.67",".305","67.5 %","37.0 %","13.1 %","6.03","5.57","4.93","0.0","761"
"Luke Hochevar","Royals","0","1","0","4","1","12.2","3.55","2.84","0.71",".244","84.3 %","63.4 %","9.1 %","2.13","5.13","5.20","0.0","6943"
"Matt Albers","Astros","4","11","0","31","18","110.2","5.77","4.07","1.46",".301","67.4 %","48.0 %","14.0 %","5.86","5.62","4.96","0.0","4300"
"Connor Robertson","Athletics","0","0","0","3","0","2.0","9.00","9.00","0.00",".600","55.6 %","40.0 %","0.0 %","18.00","5.74","7.62","0.0","7705"
"Randy Keisler","Cardinals","0","0","0","4","3","17.1","2.60","2.60","1.56",".281","64.2 %","35.4 %","10.0 %","5.19","5.78","5.70","0.0","830"
"Troy Patton","Astros","0","2","0","3","2","12.2","5.68","2.84","2.13",".189","84.8 %","28.2 %","15.0 %","3.55","6.48","5.38","0.0","8368"
"Todd Williams","Orioles","0","2","0","14","0","14.1","5.65","2.51","1.26",".354","56.6 %","69.4 %","28.6 %","7.53","4.84","3.64","0.0","805"
"Jim Brower","Yankees","0","0","0","3","0","3.1","2.70","5.40","0.00",".471","36.4 %","29.4 %","0.0 %","13.50","5.34","6.85","0.0","313"
"Frankie de la Cruz","Tigers","0","0","0","6","0","6.2","6.75","5.40","1.35",".409","47.6 %","73.9 %","33.3 %","6.75","5.49","4.10","0.0","3920"
"Willie Collazo","Mets","0","0","0","6","0","5.2","0.00","7.94","0.00",".318","66.7 %","50.0 %","0.0 %","6.35","5.89","7.66","0.0","3503"
"Wes Obermueller","Marlins","2","3","0","18","7","59.0","5.34","5.49","1.07",".332","61.6 %","39.8 %","9.0 %","6.56","5.63","5.75","0.0","1637"
"Henry Owens","Marlins","2","0","4","22","0","23.0","6.26","3.91","1.17",".232","88.7 %","36.1 %","9.1 %","1.96","4.85","4.95","0.0","3520"
"Carmen Pignatiello","Cubs","0","0","0","4","0","2.0","13.50","0.00","4.50",".500","100.0 %","60.0 %","50.0 %","4.50","6.74","1.49","0.0","3088"
"Romulo Sanchez","Pirates","1","0","0","16","0","18.0","5.50","4.00","1.00",".275","67.6 %","50.0 %","13.3 %","5.00","4.96","4.56","0.0","4170"
"Horacio Ramirez","Mariners","8","7","0","20","20","98.0","3.67","3.86","1.19",".348","58.9 %","48.4 %","11.4 %","7.16","5.49","5.23","0.0","110"
"D.J. Houlton","Dodgers","0","2","0","18","0","28.0","6.75","2.25","1.61",".288","75.0 %","36.5 %","12.8 %","4.18","4.81","4.24","0.0","3566"
"Scott Atchison","Giants","0","0","0","22","0","30.2","7.34","2.93","1.47",".300","80.6 %","36.6 %","13.2 %","4.11","4.80","4.24","0.0","2642"
"Lee Gronkiewicz","Blue Jays","0","0","0","1","0","4.0","4.50","4.50","2.25",".100","100.0 %","54.5 %","20.0 %","2.25","6.99","5.31","0.0","3508"
"Clay Hensley","Padres","2","3","0","13","9","50.0","5.40","5.76","0.90",".335","62.5 %","48.5 %","8.2 %","6.84","5.32","5.55","0.0","4593"
"Garrett Olson","Orioles","1","3","0","7","7","32.1","7.79","7.79","1.11",".380","66.3 %","34.0 %","8.0 %","7.79","5.90","6.23","0.0","9889"
"Billy Buckner","Royals","1","2","0","7","5","34.0","4.50","4.24","1.32",".305","71.7 %","40.4 %","13.9 %","5.29","5.56","4.98","0.0","8253"
"Juan Morillo","Rockies","0","0","0","4","0","3.2","7.36","2.45","2.45",".200","27.8 %","27.3 %","25.0 %","9.82","6.79","4.61","0.0","3369"
"Edward Mujica","Indians","0","0","0","10","0","13.0","4.85","1.38","2.08",".333","53.6 %","26.0 %","10.3 %","8.31","5.62","5.42","0.0","3970"
"Aaron Sele","Mets","3","2","0","34","0","53.2","4.86","3.52","0.84",".378","71.3 %","44.3 %","8.1 %","5.37","4.66","4.89","0.0","34"
"Jerry Blevins","Athletics","0","1","0","6","0","4.2","5.79","3.86","1.93",".368","46.5 %","10.0 %","7.7 %","9.64","6.03","6.73","0.0","7841"
"Chris Resop","Angels","0","0","0","4","0","4.1","4.15","2.08","2.08",".231","83.3 %","33.3 %","25.0 %","4.15","6.01","4.17","-0.1","3799"
"Brandon League","Blue Jays","0","0","0","14","0","11.2","5.40","5.40","0.77",".419","73.2 %","59.1 %","12.5 %","6.17","4.95","4.70","-0.1","3731"
"Josh Hancock","Cardinals","0","1","0","8","0","12.2","6.39","3.55","1.42",".300","80.3 %","37.5 %","10.5 %","3.55","5.06","4.88","-0.1","1606"
"Philip Humber","Mets","0","0","0","3","1","7.0","2.57","2.57","1.29",".296","52.1 %","28.6 %","7.7 %","7.71","5.38","5.86","-0.1","8586"
"Chris Reitsma","Mariners","0","2","0","26","0","23.2","4.18","3.42","1.14",".370","57.4 %","46.2 %","9.7 %","7.61","5.10","5.09","-0.1","348"
"Chris Britton","Yankees","0","1","0","11","0","12.2","3.55","2.84","1.42",".175","78.4 %","31.7 %","9.1 %","3.55","5.45","5.58","-0.1","3600"
"Juan Lara","Indians","0","0","0","1","0","1.1","13.50","6.75","6.75",".333","62.5 %","25.0 %","50.0 %","13.50","12.24","4.37","-0.1","2613"
"Aaron Miles","Cardinals","0","0","0","2","0","2.0","0.00","0.00","4.50",".286","76.9 %","37.5 %","33.3 %","9.00","11.24","6.62","-0.1","1844"
"Jeremy Sowers","Indians","1","6","0","13","13","67.1","3.21","2.81","1.34",".303","63.2 %","39.8 %","9.1 %","6.42","5.57","5.69","-0.1","9083"
"Ty Taubenheim","Blue Jays","0","0","0","1","1","5.0","7.20","7.20","1.80",".286","58.1 %","14.3 %","12.5 %","9.00","7.24","6.65","-0.1","5561"
"Bill White","Rangers","2","0","0","9","0","9.1","8.68","6.75","0.96",".304","76.9 %","45.8 %","12.5 %","4.82","5.60","5.28","-0.1","3089"
"Dan Kolb","Pirates","0","0","0","3","0","3.0","6.00","6.00","3.00",".455","75.8 %","41.7 %","33.3 %","9.00","8.24","5.16","-0.1","1257"
"Dennys Reyes","Twins","2","1","0","50","0","29.1","6.44","6.44","0.31",".351","77.3 %","64.0 %","5.0 %","3.99","4.60","5.02","-0.1","444"
"Bryan Bullington","Pirates","0","3","0","5","3","17.0","3.71","2.65","1.59",".344","72.6 %","50.8 %","20.0 %","5.29","5.59","4.41","-0.1","5066"
"Tyler Johnson","Cardinals","1","1","0","55","0","38.0","5.68","3.79","0.95",".231","72.1 %","40.7 %","7.1 %","4.03","4.84","5.33","-0.1","3404"
"Dan Serafini","Rockies","0","0","0","3","0","0.1","0.00","54.00","0.00",".000","33.3 %","0.0 %","0.0 %","54.00","30.24","34.00","-0.1","1812"
"Jose Ascanio","Braves","1","1","0","13","0","16.0","7.31","3.38","1.69",".269","63.8 %","29.6 %","12.0 %","5.06","5.18","4.70","-0.1","3951"
"Jorge Campillo","Mariners","0","0","0","5","0","13.1","6.07","4.05","1.35",".356","58.6 %","26.1 %","7.7 %","6.75","5.41","5.91","-0.1","8686"
"Bret Prinz","White Sox","0","0","0","4","0","3.1","2.70","5.40","2.70",".250","65.2 %","15.4 %","12.5 %","8.10","8.34","7.45","-0.1","1474"
"Al Reyes","Devil Rays","2","4","26","61","0","60.2","10.38","3.12","1.93",".243","68.8 %","20.3 %","13.5 %","4.90","4.85","4.05","-0.1","1005"
"Gavin Floyd","White Sox","1","5","0","16","10","70.0","6.30","2.44","2.19",".305","75.4 %","42.1 %","17.7 %","5.27","6.07","4.63","-0.1","3886"
"Lino Urdaneta","Mets","0","0","0","2","0","1.0","0.00","0.00","9.00",".250","100.0 %","60.0 %","50.0 %","9.00","16.24","5.75","-0.1","1862"
"Jae Kuk Ryu","Devil Rays","1","2","0","17","0","23.1","5.40","4.24","0.77",".367","62.5 %","50.6 %","8.3 %","7.33","5.08","5.26","-0.1","8228"
"Bill Murphy","Diamondbacks","0","0","0","10","0","6.1","2.84","9.95","0.00",".375","76.5 %","52.2 %","0.0 %","5.68","6.40","7.59","-0.1","4755"
"Rocky Cherry","- - -","1","1","0","22","0","31.1","6.61","5.46","1.15",".271","69.0 %","36.7 %","9.1 %","5.46","5.54","5.64","-0.1","5188"
"Franquelis Osoria","Pirates","0","2","0","25","0","28.1","4.13","2.54","0.95",".306","71.1 %","52.0 %","10.3 %","4.76","4.97","4.88","-0.1","2860"
