"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","ERA","FIP","xFIP","WAR","playerid"
"Jesse English","Nationals","0","0","0","7","0","7.0","5.14","2.57","0.00",".370","75.0 %","40.7 %","0.0 %","3.86","2.79","4.71","0.1","4454"
"Matt Daley","Rockies","0","1","0","28","0","23.1","6.94","3.86","0.77",".333","78.0 %","37.8 %","6.5 %","4.24","4.32","4.83","0.1","7952"
"Dusty Hughes","Royals","1","3","0","57","0","56.1","5.43","3.83","0.48",".301","71.6 %","35.6 %","3.8 %","3.83","4.11","5.13","0.1","6164"
"Octavio Dotel","- - -","3","4","22","68","0","64.0","10.55","4.50","1.27",".269","73.9 %","31.7 %","10.1 %","4.08","4.20","4.07","0.1","555"
"Gustavo Chacin","Astros","2","2","1","44","0","38.1","7.28","4.70","0.70",".364","73.4 %","35.9 %","5.3 %","4.70","4.04","4.84","0.1","2060"
"Scott Maine","Cubs","0","0","0","13","0","13.0","7.62","3.46","0.69",".216","79.4 %","55.3 %","10.0 %","2.08","3.54","3.48","0.1","885"
"Hideki Okajima","Red Sox","4","4","0","56","0","46.0","6.46","3.91","1.17",".344","77.9 %","34.9 %","9.4 %","4.50","4.64","4.65","0.1","7763"
"Mitchell Boggs","Cardinals","2","3","0","61","0","67.1","6.95","3.61","0.67",".279","73.8 %","52.8 %","8.2 %","3.61","3.88","4.02","0.1","3344"
"Rodrigo Lopez","Diamondbacks","7","16","0","33","33","200.0","5.22","2.52","1.67",".287","68.3 %","37.6 %","13.3 %","5.00","5.21","4.50","0.1","150"
"Cory Luebke","Padres","1","1","0","4","3","17.2","9.17","3.06","1.53",".292","80.8 %","50.0 %","16.7 %","4.08","4.44","3.47","0.1","1984"
"Cristhian Martinez","Braves","0","0","0","18","0","26.0","7.62","2.08","1.04",".316","67.1 %","58.5 %","14.3 %","4.85","3.58","3.06","0.1","5337"
"Jeremy Jeffress","Brewers","1","0","0","10","0","10.0","7.20","5.40","0.00",".286","71.4 %","53.6 %","0.0 %","2.70","3.28","4.38","0.1","9490"
"Brad Ziegler","Athletics","3","7","0","64","0","60.2","6.08","4.15","0.59",".276","76.8 %","54.4 %","8.2 %","3.26","4.12","4.25","0.1","7293"
"Zach Duke","Pirates","8","15","0","29","29","159.0","5.43","2.89","1.42",".338","65.5 %","48.0 %","13.7 %","5.72","4.95","4.31","0.1","3840"
"Steve Cishek","Marlins","0","0","0","3","0","4.1","6.23","2.08","0.00",".091","100.0 %","45.5 %","0.0 %","0.00","2.39","3.79","0.1","6483"
"Robert Coello","Red Sox","0","0","0","6","0","5.2","7.94","7.94","0.00",".250","66.7 %","12.5 %","0.0 %","4.76","3.96","5.90","0.1","1149"
"Jake McGee","Rays","0","0","0","8","0","5.0","10.80","5.40","0.00",".182","80.0 %","54.5 %","0.0 %","1.80","2.48","3.21","0.1","7550"
"Dan Wheeler","Rays","2","4","3","64","0","48.1","8.57","2.98","1.30",".232","76.4 %","34.6 %","11.9 %","3.35","4.11","3.72","0.1","120"
"Jerry Blevins","Athletics","2","1","1","63","0","48.2","8.51","3.33","1.29",".318","83.9 %","37.6 %","12.1 %","3.70","4.23","3.81","0.1","7841"
"Raul Valdes","Mets","3","3","1","38","1","58.2","8.59","4.14","1.07",".310","71.1 %","33.7 %","8.4 %","4.91","4.31","4.48","0.1","1953"
"Chris Smith","Brewers","0","0","0","3","0","3.1","10.80","2.70","0.00",".444","60.0 %","55.6 %","0.0 %","5.40","1.58","1.94","0.1","4544"
"Vinnie Pestano","Indians","0","0","1","5","0","5.0","14.40","9.00","0.00",".400","77.8 %","30.0 %","0.0 %","3.60","2.88","4.10","0.1","4782"
"Jared Burton","Reds","0","0","0","4","0","3.1","2.70","0.00","0.00",".000","100.0 %","44.4 %","0.0 %","0.00","2.48","3.94","0.0","8346"
"Enerio Del Rosario","- - -","1","1","0","11","0","10.0","3.60","3.60","0.00",".405","68.2 %","55.3 %","0.0 %","4.50","3.78","4.76","0.0","4204"
"Sam Demel","Diamondbacks","2","1","2","37","0","37.0","8.03","2.92","1.22",".325","58.3 %","52.5 %","13.5 %","5.35","4.11","3.57","0.0","868"
"Alfredo Figaro","Tigers","0","2","0","8","1","14.2","3.07","4.91","0.61",".309","56.9 %","35.8 %","5.0 %","6.75","4.92","5.70","0.0","8404"
"Josh Roenicke","Blue Jays","1","0","0","16","0","19.0","8.53","6.16","0.47",".298","57.0 %","50.9 %","5.0 %","5.68","4.24","4.84","0.0","3241"
"Jesus Colome","Mariners","0","1","0","12","0","17.0","8.47","5.82","0.53",".292","66.4 %","26.5 %","3.7 %","5.29","4.08","5.25","0.0","1198"
"Jeremy Accardo","Blue Jays","0","1","0","5","0","6.2","4.05","4.05","0.00",".444","62.5 %","44.4 %","0.0 %","8.10","3.98","5.08","0.0","6428"
"Michael Bowden","Red Sox","0","1","0","14","0","15.1","7.63","2.35","1.17",".383","75.5 %","28.6 %","7.7 %","4.70","3.86","4.24","0.0","4440"
"Jose Veras","Marlins","3","3","0","48","0","48.0","10.13","5.44","0.94",".241","76.4 %","40.0 %","11.6 %","3.75","4.06","3.80","0.0","2063"
"Romulo Sanchez","Yankees","0","0","0","2","0","4.1","10.38","6.23","0.00",".111","100.0 %","33.3 %","0.0 %","0.00","2.85","3.97","0.0","4170"
"Brad Kilby","Athletics","0","0","0","5","0","8.1","8.64","0.00","2.16",".227","100.0 %","16.7 %","14.3 %","2.16","4.28","3.21","0.0","9823"
"Ron Mahay","Twins","1","1","0","41","0","34.0","6.62","2.12","1.32",".272","76.5 %","42.5 %","13.2 %","3.44","4.23","3.68","0.0","290"
"Carlos Torres","White Sox","0","1","0","5","1","13.2","8.56","5.93","1.32",".447","65.1 %","28.6 %","11.1 %","8.56","5.05","4.76","0.0","7624"
"Hunter Jones","Marlins","0","0","0","3","0","1.2","16.20","5.40","0.00",".000","100.0 %","50.0 %","0.0 %","0.00","3.08","3.81","0.0","4656"
"Russ Springer","Reds","0","0","0","2","0","1.2","5.40","0.00","0.00",".333","50.0 %","16.7 %","0.0 %","5.40","1.88","4.08","0.0","1652"
"David Riske","Brewers","0","0","0","23","0","23.1","6.17","3.09","0.77",".303","65.2 %","30.8 %","5.3 %","5.01","4.11","4.98","0.0","402"
"Russ Ortiz","Dodgers","0","1","0","6","0","7.0","7.71","6.43","0.00",".417","46.7 %","41.7 %","0.0 %","10.29","3.51","4.90","0.0","1124"
"Royce Ring","Yankees","0","0","0","5","0","2.1","7.71","7.71","0.00",".375","20.0 %","71.4 %","0.0 %","15.43","3.94","4.46","0.0","4350"
"Chan Ho Park","- - -","4","3","0","53","0","63.2","7.35","2.69","1.27",".287","64.5 %","48.7 %","12.2 %","4.66","4.32","3.90","0.0","1267"
"LaTroy Hawkins","Brewers","0","3","0","18","0","16.0","10.13","3.38","1.13",".413","53.4 %","46.8 %","13.3 %","8.44","3.95","3.47","0.0","729"
"Gregory Infante","White Sox","0","0","0","5","0","4.2","9.64","7.71","0.00",".200","100.0 %","40.0 %","0.0 %","0.00","3.51","5.08","0.0","9119"
"David Pauley","Mariners","4","9","0","19","15","90.2","5.06","2.98","1.29",".260","75.4 %","49.8 %","13.8 %","4.07","4.94","4.34","0.0","3625"
"Cesar Valdez","Diamondbacks","1","2","0","9","2","20.0","5.85","4.50","0.90",".380","56.5 %","56.2 %","11.1 %","7.65","4.73","4.53","0.0","9013"
"Daniel Schlereth","Tigers","2","0","1","18","0","18.2","9.16","4.82","0.96",".327","85.1 %","48.2 %","9.5 %","2.89","4.20","4.18","0.0","8739"
"Edgmer Escalona","Rockies","0","0","0","5","0","6.0","3.00","6.00","0.00",".200","87.5 %","30.0 %","0.0 %","1.50","4.41","6.85","0.0","8574"
"Jon Link","Dodgers","0","0","0","9","0","8.2","4.15","4.15","0.00",".375","56.3 %","54.8 %","0.0 %","4.15","3.54","3.96","0.0","3894"
"Andy Marte","Indians","0","0","0","1","0","1.0","9.00","0.00","0.00",".000","100.0 %","50.0 %","0.0 %","0.00","1.08","1.08","0.0","3203"
"Joe Inglett","Brewers","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","33.3 %","0.0 %","0.00","3.08","5.52","0.0","7254"
"Edward Mujica","Padres","2","1","0","59","0","69.2","9.30","0.78","1.81",".256","79.3 %","44.7 %","17.7 %","3.62","3.88","2.65","0.0","3970"
"Mike Ekstrom","Rays","0","1","0","15","0","16.1","5.51","4.96","0.00",".255","73.9 %","38.3 %","0.0 %","3.31","3.87","4.92","0.0","7488"
"Tyson Ross","Athletics","1","4","1","26","2","39.1","7.32","4.58","0.92",".310","65.5 %","53.1 %","12.1 %","5.49","4.30","4.00","0.0","7872"
"Chris Jakubauskas","Pirates","0","1","0","1","1","0.2","0.00","0.00","0.00",".500","0.0 %","0.0 %","0.0 %","27.00","3.08","4.91","0.0","7831"
"Greg Holland","Royals","0","1","0","15","0","18.2","11.09","3.86","1.45",".377","59.7 %","34.5 %","13.0 %","6.75","3.99","3.40","0.0","7196"
"Juan Rincon","Rockies","0","0","0","2","0","2.0","13.50","9.00","0.00",".500","80.0 %","50.0 %","0.0 %","4.50","3.08","3.69","0.0","752"
"Aaron Miles","Cardinals","0","0","0","2","0","2.0","0.00","0.00","0.00",".250","100.0 %","25.0 %","0.0 %","0.00","3.08","6.13","0.0","1844"
"Yunesky Maya","Nationals","0","3","0","5","5","26.0","4.15","3.81","1.04",".300","64.4 %","33.0 %","7.5 %","5.88","5.16","5.53","0.0","11420"
"Bill Hall","Red Sox","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0 %","100.0 %","0.0 %","0.00","3.08","3.08","0.0","1605"
"Kevin Cash","Astros","0","0","0","1","0","1.0","0.00","0.00","0.00",".500","66.7 %","50.0 %","0.0 %","9.00","3.08","5.52","0.0","1593"
"Lucas Harrell","White Sox","1","0","0","8","3","24.0","5.63","6.38","0.75",".376","68.5 %","50.6 %","11.1 %","4.88","5.04","4.87","0.0","7541"
"Sam LeCure","Reds","2","5","0","15","6","48.0","6.94","4.69","1.13",".306","78.2 %","45.6 %","11.8 %","4.50","5.04","4.71","0.0","4664"
"Bryan Bullington","Royals","1","4","0","13","5","42.2","6.12","3.59","1.27",".321","67.6 %","46.2 %","11.5 %","6.12","5.02","4.68","0.0","5066"
"Troy Patton","Orioles","0","0","0","1","0","0.2","13.50","13.50","0.00",".500","100.0 %","50.0 %","0.0 %","0.00","4.58","6.41","0.0","8368"
"Mike Lincoln","Reds","1","0","0","19","0","19.2","5.49","4.58","0.46",".348","59.0 %","51.4 %","4.3 %","7.32","4.35","5.12","0.0","1457"
"Scott Mathieson","Phillies","0","0","0","2","0","1.2","5.40","10.80","0.00",".556","57.1 %","62.5 %","0.0 %","10.80","5.48","6.94","0.0","4771"
"Henry Villar","Astros","0","0","0","8","0","6.0","4.50","4.50","0.00",".250","66.7 %","50.0 %","0.0 %","4.50","4.08","5.10","0.0","5360"
"Kris Benson","Diamondbacks","1","1","0","3","3","14.0","5.14","3.86","1.29",".320","72.1 %","35.3 %","8.3 %","5.14","5.29","5.53","0.0","982"
"Chad Qualls","- - -","3","4","12","70","0","59.0","7.47","3.20","1.07",".386","53.0 %","55.0 %","12.3 %","7.32","4.13","3.77","0.0","2170"
"Matt Palmer","Angels","1","2","0","14","1","33.2","4.54","5.35","0.27",".314","67.7 %","49.1 %","2.4 %","4.54","4.33","5.46","0.0","4457"
"Cesar Ramos","Padres","0","1","0","14","0","8.1","9.72","4.32","1.08",".515","53.4 %","44.1 %","8.3 %","11.88","3.92","4.12","0.0","3357"
"Sergio Mitre","Yankees","0","3","1","27","3","54.0","4.83","2.67","1.17",".226","74.2 %","50.9 %","13.2 %","3.33","4.69","4.20","0.0","1773"
"Roman Colon","Royals","0","0","0","5","0","2.0","4.50","9.00","0.00",".500","50.0 %","50.0 %","0.0 %","18.00","6.58","8.41","0.0","2242"
"Andrew Oliver","Tigers","0","4","0","5","5","22.0","7.36","5.32","1.23",".348","51.6 %","43.3 %","12.5 %","7.36","5.26","4.82","0.0","10257"
"Joe Beimel","Rockies","1","2","0","71","0","45.0","4.20","3.00","1.00",".279","79.6 %","43.2 %","8.5 %","3.40","4.59","4.75","0.0","979"
"Justin James","Athletics","0","0","0","5","0","4.0","11.25","9.00","0.00",".538","83.3 %","46.2 %","0.0 %","4.50","4.33","5.24","0.0","6140"
"Justin Miller","Dodgers","0","0","0","19","0","24.1","11.10","2.96","1.48",".310","76.6 %","41.9 %","16.7 %","4.44","4.11","3.17","0.0","1313"
"Scott Strickland","Marlins","0","0","0","3","0","2.0","0.00","4.50","0.00",".500","66.7 %","20.0 %","0.0 %","9.00","4.58","7.63","0.0","897"
"Jesse Litsch","Blue Jays","1","5","0","9","9","46.2","3.09","2.89","1.35",".284","66.5 %","44.0 %","10.4 %","5.79","5.44","5.24","0.0","3688"
"Tobi Stoner","Mets","0","1","0","1","0","2.1","0.00","3.86","0.00",".300","75.0 %","50.0 %","0.0 %","3.86","4.36","4.89","0.0","4591"
"Vin Mazzaro","Athletics","6","8","0","24","18","122.1","5.81","3.68","1.40",".281","71.9 %","42.9 %","13.2 %","4.27","5.13","4.55","0.0","5231"
"Jamey Wright","- - -","1","3","0","46","0","58.1","4.32","3.86","0.46",".274","63.5 %","61.2 %","6.4 %","4.17","4.23","4.54","0.0","715"
"Micah Owings","Reds","3","2","0","22","0","33.1","9.45","6.75","0.81",".287","69.5 %","30.7 %","7.0 %","5.40","4.67","5.07","0.0","4253"
"Luke French","Mariners","5","7","0","16","13","87.2","3.80","2.98","1.33",".260","72.0 %","32.3 %","8.6 %","4.83","5.29","5.47","0.0","7529"
"Guillermo Moscoso","Rangers","0","0","0","1","0","0.2","27.00","27.00","0.00","1.000","60.0 %","0.0 %","0.0 %","27.00","10.58","12.41","0.0","5106"
"Fernando Salas","Cardinals","0","0","0","27","0","30.2","8.51","4.40","1.17",".282","80.2 %","33.3 %","9.5 %","3.52","4.35","4.33","0.0","4971"
"Dana Eveland","- - -","3","5","0","12","10","54.1","3.98","5.30","0.66",".343","62.5 %","49.7 %","5.9 %","6.79","5.14","5.71","0.0","5508"
"Jay Sborz","Tigers","0","0","0","1","0","0.2","13.50","0.00","0.00",".750","0.0 %","25.0 %","0.0 %","67.50","9.08","9.08","0.0","2271"
"Ross Wolf","Athletics","0","0","0","11","0","12.2","6.39","4.26","0.71",".282","73.9 %","53.8 %","7.7 %","4.26","4.34","4.57","0.0","4534"
"Aaron Heilman","Diamondbacks","5","8","6","70","0","72.0","6.88","3.25","1.13",".290","73.3 %","35.6 %","9.1 %","4.50","4.47","4.52","0.0","1751"
"Javier Vazquez","Yankees","10","10","0","31","26","157.1","6.92","3.72","1.83",".269","71.9 %","35.5 %","14.0 %","5.32","5.56","4.69","0.0","801"
"Blaine Boyer","Diamondbacks","3","2","0","54","0","57.0","4.58","4.58","0.47",".296","67.2 %","65.8 %","7.5 %","4.26","4.32","4.50","0.0","2237"
"Chris Ray","- - -","5","0","2","63","0","55.2","5.01","4.04","0.81",".249","75.8 %","38.2 %","6.2 %","3.72","4.48","5.09","0.0","6315"
"P.J. Walters","Cardinals","2","0","0","7","3","30.0","6.60","3.00","1.50",".293","62.9 %","43.2 %","12.5 %","6.00","4.78","4.24","0.0","9557"
"Dale Thayer","Rays","0","0","0","1","0","2.0","9.00","0.00","4.50",".600","17.9 %","50.0 %","50.0 %","27.00","7.58","2.30","0.0","5032"
"Sean West","Marlins","0","2","0","2","2","9.1","7.71","3.86","1.93",".394","61.7 %","40.6 %","15.4 %","7.71","5.44","4.35","0.0","4393"
"Joe Martinez","- - -","0","1","0","9","1","19.2","4.12","4.12","0.46",".342","73.0 %","56.9 %","4.8 %","4.12","4.50","5.14","0.0","3935"
"Felipe Lopez","Cardinals","0","0","0","1","0","1.0","0.00","9.00","0.00",".333","100.0 %","33.3 %","0.0 %","0.00","6.08","8.52","0.0","1311"
"Scott Proctor","Braves","0","0","0","6","0","5.2","9.53","6.35","1.59",".231","60.6 %","21.4 %","11.1 %","6.35","5.37","5.02","0.0","1911"
"Frank Herrmann","Indians","0","1","1","40","0","44.2","4.84","1.81","1.21",".284","73.1 %","35.5 %","8.8 %","4.03","4.49","4.60","0.0","7960"
"Robert Ray","Blue Jays","0","0","0","3","0","3.2","7.36","12.27","0.00",".200","85.7 %","20.0 %","0.0 %","2.45","5.53","7.86","0.0","3359"
"Merkin Valdez","Blue Jays","0","0","0","2","0","1.1","0.00","20.25","0.00",".333","40.0 %","66.7 %","0.0 %","20.25","9.83","10.74","0.0","7019"
"Pedro Viola","Orioles","0","0","0","2","0","1.1","20.25","6.75","6.75",".000","0.0 %","0.0 %","50.0 %","13.50","10.58","2.66","0.0","5971"
"Mike MacDougal","Cardinals","1","1","0","17","0","18.2","6.75","5.79","0.48",".344","60.7 %","53.1 %","5.3 %","7.23","4.36","4.91","0.0","612"
"Jay Buente","Marlins","0","0","0","8","0","11.0","7.36","9.00","0.00",".410","70.4 %","50.0 %","0.0 %","6.55","4.44","5.77","0.0","9494"
"Doug Davis","Brewers","1","4","0","8","8","38.1","7.98","4.93","1.41",".386","60.9 %","46.5 %","14.3 %","7.51","5.22","4.52","0.0","1244"
"Mike Zagurski","Phillies","0","0","0","8","0","7.0","14.14","6.43","1.29",".467","51.5 %","26.7 %","14.3 %","10.29","4.79","4.16","-0.1","9683"
"Hayden Penn","Pirates","0","0","0","3","0","2.1","0.00","11.57","0.00",".615","27.3 %","53.8 %","0.0 %","30.86","6.94","7.98","-0.1","4893"
"Jonathan Van Every","Red Sox","0","0","0","1","0","1.0","9.00","0.00","9.00",".333","0.0 %","25.0 %","33.3 %","18.00","14.08","4.74","-0.1","3409"
"Samuel Deduno","Rockies","0","0","0","4","0","2.2","10.13","3.38","3.38",".286","100.0 %","37.5 %","33.3 %","3.38","6.83","3.33","-0.1","5285"
"Mark Lowe","- - -","1","3","0","14","0","13.1","8.10","4.05","1.35",".390","70.8 %","24.4 %","10.0 %","5.40","4.58","4.46","-0.1","7416"
"Kyle McClellan","Cardinals","1","4","2","68","0","75.1","7.17","2.75","1.08",".231","89.6 %","50.7 %","11.7 %","2.27","4.07","3.77","-0.1","4845"
"Jeff Marquez","White Sox","0","0","0","1","0","1.0","0.00","0.00","9.00",".250","0.0 %","40.0 %","50.0 %","18.00","16.08","5.52","-0.1","7456"
"Taylor Buchholz","- - -","1","0","0","9","0","12.0","6.75","4.50","1.50",".250","83.3 %","36.4 %","11.8 %","3.75","5.25","4.81","-0.1","2168"
"Scott Elbert","Dodgers","0","0","0","1","0","0.2","0.00","40.50","0.00",".333","75.0 %","0.0 %","0.0 %","13.50","16.58","20.24","-0.1","7489"
"Kam Mickolio","Orioles","0","0","0","3","0","3.2","9.82","7.36","2.45",".364","75.8 %","16.7 %","14.3 %","7.36","6.90","5.68","-0.1","9513"
"Renyel Pinto","Marlins","0","0","0","20","0","16.2","8.64","4.86","0.54",".319","87.0 %","37.5 %","4.3 %","2.70","4.28","5.18","-0.1","2180"
"Andrew Carpenter","Phillies","0","1","0","1","0","3.0","6.00","0.00","3.00",".364","55.6 %","36.4 %","33.3 %","9.00","6.08","2.97","-0.1","9533"
"Luis Perdomo","Padres","0","0","0","1","0","1.0","0.00","0.00","9.00",".000","100.0 %","50.0 %","50.0 %","9.00","16.08","5.52","-0.1","5380"
"Thomas Diamond","Cubs","1","3","0","16","3","29.0","11.17","5.59","1.55",".364","65.2 %","29.1 %","13.9 %","6.83","4.91","4.18","-0.1","8025"
"Fernando Abad","Astros","0","1","0","22","0","19.0","5.68","2.37","1.42",".196","87.8 %","32.2 %","8.6 %","2.84","4.66","4.85","-0.1","4994"
"Edwar Ramirez","Athletics","1","0","0","7","0","11.0","8.18","8.18","0.82",".242","68.2 %","40.6 %","7.7 %","4.91","5.17","5.43","-0.1","4830"
"Leo Rosales","Diamondbacks","2","0","0","16","0","16.1","6.61","4.96","1.10",".404","67.3 %","29.8 %","8.0 %","7.16","4.85","5.13","-0.1","5618"
"Carlos Rosa","Diamondbacks","0","2","0","22","0","20.0","4.05","5.40","0.45",".284","71.9 %","41.8 %","3.7 %","4.50","4.63","5.63","-0.1","8529"
"Alfredo Aceves","Yankees","3","0","1","10","0","12.0","1.50","3.00","0.75",".200","73.5 %","50.0 %","7.1 %","3.00","5.08","5.42","-0.1","5164"
"Eddie Bonine","Tigers","4","1","0","47","1","68.0","3.44","2.91","0.93",".314","72.6 %","48.2 %","8.4 %","4.63","4.76","4.91","-0.1","5890"
"Rob Delaney","Twins","0","0","0","1","0","1.0","0.00","9.00","9.00",".333","100.0 %","75.0 %","100.0 %","9.00","19.08","7.30","-0.1","5100"
"Gary Majewski","Astros","0","0","0","2","0","2.0","4.50","4.50","4.50",".400","21.7 %","54.5 %","33.3 %","22.50","10.08","5.41","-0.1","2131"
"Fu-Te Ni","Tigers","0","1","0","22","0","23.0","8.61","7.43","0.78",".352","64.2 %","33.3 %","6.5 %","6.65","5.04","5.55","-0.1","4199"
"Anthony Slama","Twins","0","1","0","5","0","4.2","9.64","9.64","1.93",".357","72.9 %","26.7 %","12.5 %","7.71","6.94","6.24","-0.1","3064"
"Scott Linebrink","White Sox","3","2","0","52","0","57.1","8.16","2.67","1.73",".289","75.5 %","32.0 %","12.9 %","4.40","4.81","4.12","-0.1","564"
"Joe Bisenius","Nationals","0","0","0","5","0","4.2","9.64","11.57","1.93",".357","56.6 %","26.7 %","16.7 %","9.64","7.58","6.36","-0.1","7370"
"Jonathan Albaladejo","Yankees","0","0","0","10","0","11.1","6.35","6.35","0.79",".258","79.6 %","43.8 %","9.1 %","3.97","5.46","5.50","-0.1","3521"
"Jeff Suppan","- - -","3","8","0","30","15","101.1","4.53","3.29","1.15",".335","71.6 %","40.3 %","9.6 %","5.06","4.89","4.85","-0.1","633"
"Mitch Atkins","Cubs","0","0","0","5","0","10.0","9.00","5.40","1.80",".333","67.9 %","34.4 %","12.5 %","6.30","5.78","5.13","-0.1","8369"
"Bobby Cramer","Athletics","2","1","0","4","4","23.2","4.94","2.28","1.90",".217","94.7 %","52.1 %","18.5 %","3.04","5.49","4.13","-0.1","2744"
"Michael Wuertz","Athletics","2","3","6","48","0","39.2","9.08","4.76","1.36",".279","73.5 %","41.3 %","14.3 %","4.31","4.62","3.94","-0.1","1856"
"Brian Bass","Pirates","0","0","0","4","0","7.1","6.14","12.27","0.00",".346","45.0 %","56.0 %","0.0 %","12.27","6.22","7.55","-0.1","2219"
"Chad Cordero","Mariners","0","1","0","9","0","9.2","5.59","4.66","0.93",".321","61.6 %","35.7 %","7.7 %","6.52","5.04","5.34","-0.1","1816"
"Rafael Rodriguez","- - -","0","0","0","3","0","4.2","5.79","5.79","1.93",".267","81.4 %","62.5 %","25.0 %","5.79","7.79","6.05","-0.1","6417"
"Denny Bautista","Giants","2","0","0","31","0","33.2","11.76","7.22","1.07",".266","83.0 %","33.3 %","9.3 %","3.74","4.68","4.70","-0.1","1947"
"Claudio Vargas","Brewers","1","0","0","17","0","19.2","8.24","4.58","1.37",".397","65.1 %","35.9 %","11.1 %","7.32","4.76","4.45","-0.1","1695"
"Glen Perkins","Twins","1","1","0","13","1","21.2","5.82","2.08","1.25",".361","65.1 %","50.0 %","14.3 %","5.82","4.83","4.22","-0.1","8041"
"Josh Rupe","Royals","1","1","0","11","0","9.2","7.45","6.52","0.93",".394","76.5 %","46.9 %","14.3 %","5.59","4.94","4.48","-0.1","7206"
"Damaso Marte","Yankees","0","0","0","30","0","17.2","6.11","5.60","1.02",".160","72.9 %","30.8 %","6.9 %","4.08","5.23","5.76","-0.1","247"
"Brandon Kintzler","Brewers","0","1","0","7","0","7.1","11.05","4.91","2.45",".444","71.4 %","68.4 %","50.0 %","7.36","5.81","2.93","-0.1","9939"
"Brett Sinkbeil","Marlins","0","0","0","3","0","2.0","4.50","22.50","0.00",".286","57.1 %","42.9 %","0.0 %","13.50","9.58","11.41","-0.1","9364"
"Jeff Gray","Cubs","1","0","0","7","0","9.1","3.86","4.82","0.96",".324","54.2 %","61.8 %","11.1 %","6.75","5.54","5.33","-0.1","7718"
"Wesley Wright","Astros","1","2","0","14","4","33.0","7.91","3.55","1.64",".320","58.3 %","43.6 %","16.2 %","5.73","5.14","4.14","-0.1","5960"
"Joe Nelson","Red Sox","0","0","0","8","0","8.1","9.72","6.48","2.16",".429","64.0 %","36.7 %","12.5 %","9.72","6.20","5.42","-0.1","108"
"Frank Mata","Orioles","0","0","0","15","0","17.1","4.67","4.15","1.04",".344","57.7 %","57.6 %","12.5 %","7.79","5.27","4.90","-0.1","4230"
"Randy Williams","White Sox","0","1","0","27","0","25.0","7.92","7.56","0.72",".417","75.6 %","37.2 %","6.5 %","5.40","5.24","5.71","-0.1","2362"
"James Houser","Marlins","0","0","0","1","0","1.1","6.75","6.75","6.75",".400","55.6 %","40.0 %","50.0 %","20.25","15.83","7.91","-0.1","6113"
"Pat Neshek","Twins","0","1","0","11","0","9.0","9.00","8.00","1.00",".250","75.3 %","32.0 %","8.3 %","5.00","5.52","5.71","-0.1","4682"
"Jason Bulger","Angels","0","0","0","25","0","24.0","9.38","5.63","1.13",".333","74.1 %","38.2 %","11.5 %","4.88","4.75","4.44","-0.1","3915"
"Casey Fien","Tigers","0","0","0","2","0","2.2","0.00","0.00","6.75",".200","83.3 %","36.4 %","40.0 %","10.13","12.83","5.37","-0.1","3926"
"Daniel Stange","Diamondbacks","0","0","0","4","0","4.0","4.50","13.50","2.25",".231","46.5 %","57.1 %","20.0 %","13.50","9.83","8.10","-0.1","9404"
"Brian Sweeney","Mariners","1","2","0","24","0","37.0","3.41","1.46","1.22",".228","71.9 %","36.8 %","8.5 %","3.16","4.57","4.75","-0.1","1801"
"Scott Schoeneweis","Red Sox","1","0","0","15","0","13.2","8.56","6.59","1.32",".395","64.9 %","43.2 %","13.3 %","7.90","5.27","4.71","-0.1","33"
"Josh Banks","Astros","0","1","0","1","1","4.0","2.25","9.00","2.25",".389","56.6 %","42.1 %","14.3 %","13.50","8.83","7.71","-0.1","5570"
"Waldis Joaquin","Giants","0","0","0","4","0","4.2","3.86","13.50","0.00",".353","57.1 %","62.5 %","0.0 %","9.64","7.36","7.89","-0.1","6580"
"Tim Byrdak","Astros","2","2","0","64","0","38.2","6.75","4.66","0.93",".308","82.7 %","28.6 %","6.3 %","3.49","4.48","5.12","-0.1","1995"
"Joe Mather","Cardinals","0","1","0","1","0","2.0","0.00","13.50","0.00",".250","66.7 %","28.6 %","0.0 %","9.00","9.08","11.52","-0.1","3714"
"Jo-Jo Reyes","Braves","0","0","0","1","0","3.1","5.40","8.10","5.40",".500","39.2 %","33.3 %","28.6 %","24.30","12.38","7.14","-0.1","5559"
"Andy Sonnanstine","Rays","3","1","1","41","4","81.0","5.56","3.00","1.22",".277","75.8 %","44.6 %","11.3 %","4.44","4.87","4.57","-0.2","7667"
"Matt Harrison","Rangers","3","2","2","37","6","78.1","5.29","4.48","1.15",".270","71.0 %","46.6 %","11.6 %","4.71","5.13","4.81","-0.2","5551"
"Cedrick Bowers","Athletics","0","1","0","14","0","14.0","11.57","3.86","2.57",".242","74.6 %","21.6 %","18.2 %","4.50","5.72","3.93","-0.2","3293"
"Kevin Mulvey","Diamondbacks","0","0","0","2","0","3.0","3.00","6.00","6.00",".273","100.0 %","30.8 %","33.3 %","6.00","14.08","7.85","-0.2","6947"
"Sammy Gervacio","Astros","0","1","0","6","0","3.2","7.36","12.27","2.45",".250","39.5 %","41.7 %","16.7 %","12.27","9.08","7.53","-0.2","5127"
"Dennys Reyes","Cardinals","3","1","1","59","0","38.0","5.92","4.97","0.47",".283","77.5 %","50.4 %","7.1 %","3.55","4.26","4.48","-0.2","444"
